366.261990	368.288736	clapping
523.363773	527.764708	clapping
904.449963	910.356481	clapping
1042.616147	1045.714173	clapping
1302.647683	1306.208965	clapping
1354.460001	1356.139305	clapping
1537.692333	1542.238036	clapping
2117.949767	2121.858492	clapping
2708.109304	2711.294191	clapping
2953.837803	2958.730947	clapping
3233.789358	3237.408548	clapping
3502.608287	3505.025905	clapping
4023.554441	4027.144677	clapping
4048.309698	4052.363190	clapping
4064.060411	4065.609424	clapping
4261.204908	4265.432122	clapping
4563.537533	4565.043116	clapping
4568.285909	4571.528703	clapping
4815.780573	4817.923133	clapping
4818.907552	4821.687090	clapping
5110.208887	5113.987321	clapping
5331.124221	5336.524052	clapping
5871.136267	5877.187552	clapping
6024.532000	6027.919561	clapping
6032.812705	6036.055499	clapping
6478.841635	6483.792686	clapping
